Genus Name,Species Name,Synonyms,Family,Order,Class,Common Name,Species Code,Growth Form,Percent Leaf Type,Leaf Type,Growth Rate,Longevity,Height at Maturity (feet)
Tetramolopium,arenarium,,Asteraceae,Asterales,Magnoliopsida,Maui tetramolopium,TEAR3,Shrub,Hardwood,Deciduous,,,
Tetramolopium,capillare,"Senecio capillaris, Luteidiscus capillaris",Asteraceae,Asterales,Magnoliopsida,Pamakani,TECA7,Shrub,Hardwood,Deciduous,,,
Tetramolopium,consanguineum,,Asteraceae,Asterales,Magnoliopsida,Forest tetramolopium,TECO5,Shrub,Hardwood,Deciduous,,,
Tetramolopium,conyzoides,Tetramolopium conyzoides var. dentatum,Asteraceae,Asterales,Magnoliopsida,Smallhead tetramolopium,TECO6,Shrub,Hardwood,Deciduous,,,
Tetramolopium,filiforme,,Asteraceae,Asterales,Magnoliopsida,Ridgetop tetramolopium,TEFI2,Shrub,Hardwood,Deciduous,,,
Tetramolopium,humile,,Asteraceae,Asterales,Magnoliopsida,Alpine tetramolopium,TEHU,Shrub,Hardwood,Deciduous,,,
Tetramolopium,lepidotum,,Asteraceae,Asterales,Magnoliopsida,Waianae tetramolopium,TELE2,Shrub,Hardwood,Deciduous,,,
Tetramolopium,remyi,Vittadinia remyi,Asteraceae,Asterales,Magnoliopsida,Awalua tetramolopium,TERE3,Shrub,Hardwood,Deciduous,,,
Tetramolopium,rockii,,Asteraceae,Asterales,Magnoliopsida,Dune tetramolopium,TERO,Shrub,Hardwood,Deciduous,,,
Tetramolopium,sylvae,,Asteraceae,Asterales,Magnoliopsida,Seacliff tetramolopium,TESY,Shrub,Hardwood,Deciduous,,,
Tetramolopium,tenerrimum,Aster tenerrimus,Asteraceae,Asterales,Magnoliopsida,Oahu tetramolopium,TETE5,Shrub,Hardwood,Deciduous,,,
Tetrapanax,papyrifer,Aralia papyrifera,Araliaceae,Apiales,Magnoliopsida,Ricepaper plant,TEPA,Tree,Hardwood,Evergreen,Fast,,10
Tetrapterys,inaequalis,Tetrapterys citrifolia,Malpighiaceae,Polygalales,Magnoliopsida,Tetrapterys inaequalis,TEIN5,Vine,Hardwood,Deciduous,,,
Tetrazygia,angustifolia,,Melastomataceae,Myrtales,Magnoliopsida,Stinkingfish,TEAN2,Shrub or small tree,Hardwood,Evergreen,Moderate,,33
Tetrazygia,biflora,Menendezia biflora,Melastomataceae,Myrtales,Magnoliopsida,Puerto rico clover ash,TEBI2,Tree,Hardwood,Evergreen,Moderate,,33
Tetrazygia,crotonifolia,,Melastomataceae,Myrtales,Magnoliopsida,Hillside clover ash,TECR,Shrub,Hardwood,Deciduous,Moderate,,33
Tetrazygia,elaeagnoides,,Melastomataceae,Myrtales,Magnoliopsida,Krekre,TEEL,Shrub or small tree,Hardwood,Evergreen,Moderate,,33
Tetrazygia,urbani,"Tetrazygia stahlii, Menendezia urbanii, Menendezia stahlii",Melastomataceae,Myrtales,Magnoliopsida,Cenizo,TEUR,Shrub or small tree,Hardwood,Evergreen,Moderate,,33
Tetrorchidium,didymostemon,,Euphorbiaceae,Euphorbiales,Magnoliopsida,Tetrorchidium didymostemon,TEDI1,Shrub or small tree,Hardwood,Evergreen,,,75
Tetrorchidium,rubrivenium,,Euphorbiaceae,Euphorbiales,Magnoliopsida,Canemucu,TERU,Tree,Hardwood,Evergreen,Fast,Moderate (35 - 55yrs),49
Teucrium,fruticans,,Lamiaceae,Lamiales,Magnoliopsida,Shrubby germander,TEFR3,Shrub,Hardwood,Evergreen,,,
Teucrium,orientale,,Lamiaceae,Lamiales,Magnoliopsida,Oriental germander,TEOR,Shrub,Herbaceous,Herbaceous,,,
Theobroma,bicolor,,Sterculiaceae,Malvales,Magnoliopsida,Nicaraguan cacao,THBI,Tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),32
Theobroma,cacao,,Sterculiaceae,Malvales,Magnoliopsida,Cacao,THCA,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),26
Theobroma,grandiflorum,,Sterculiaceae,Malvales,Magnoliopsida,Cupuassu,THGR,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),26
Thepparatia,scandens,,Malvaceae,Malvales,Magnoliopsida,Thepparatia scandens,THTH2,Shrub,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),66
Thespesia,lampas,Hibiscus macrophyllus,Malvaceae,Malvales,Magnoliopsida,Largeleaf rosemallow,HIMA5,Tree,Hardwood,Deciduous,Fast,,30
Thespesia,populnea,,Malvaceae,Malvales,Magnoliopsida,Portia tree,THPU,Shrub or small tree,Hardwood,Evergreen,Fast,Moderate (35 - 55yrs),38
Thevetia,nitida,"Ahouai nitida, Thevetia ahouai",Apocynaceae,Gentianales,Magnoliopsida,Huevos de tigre,AHNI,Shrub,Hardwood,Semi-Evergreen,Fast,Moderate (35 - 55yrs),13
Thevetia,peruviana,"Cascabela thevetia, Cerbera thevetia, Thevetia neriifolia",Apocynaceae,Gentianales,Magnoliopsida,Luckynut,THPE3,Shrub or small tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),23
Thomsonaria,aronioides,Sorbus aronioides,Rosaceae,Rosales,Magnoliopsida,Chokeberry-leaved whitebeam,THAR,Tree,Hardwood,Evergreen,,,8
Thouinia,striata,,Sapindaceae,Sapindales,Magnoliopsida,Ceboruquillo,THST2,Shrub or small tree,Hardwood,Evergreen,,,65
Thrinax,parviflora,,Arecaceae,Arecales,Liliopsida,Thrinax parviflora,THPA1,Palm,Palm,Evergreen,Slow,Moderate (35 - 55yrs),49
Thrinax,radiata,"Thrinax floridana, Thrinax multiflora",Arecaceae,Arecales,Liliopsida,Florida thatchpalm,THPA,Palm,Palm,Evergreen,Slow,Long (55+yrs),20
Thuja,koraiensis,,Cupressaceae,Pinales,Pinopsida,Korean arborvitae,THKO,Shrub or small tree,Hardwood,Evergreen,,,32
Thuja,occidentalis,,Cupressaceae,Pinales,Pinopsida,Northern white cedar,THOC,Tree,Picea,Evergreen,Slow,Long (55+yrs),50
Thuja,plicata,,Cupressaceae,Pinales,Pinopsida,Western red cedar,THPL,Tree,Picea,Evergreen,Slow,Long (55+yrs),150
Thuja,standishii,,Cupressaceae,Pinales,Pinopsida,Japanese thuja,THST3,Tree,Pinus,Evergreen,,,110
Thuja,standishii x plicata,,Cupressaceae,Pinales,Pinopsida,Thuja standishii x plicata,TSPA,Tree,Pinus,Evergreen,,,
Thujopsis,dolabrata,,Cupressaceae,Pinales,Pinopsida,False arborvitae,THDO,Tree,Picea,Evergreen,Moderate,Moderate (35 - 55yrs),15
Thunbergia,affinis,,Acanthaceae,Scrophulariales,Magnoliopsida,Bush Clock Vine,THAF,Shrub,Hardwood,Evergreen,Fast,Short (0 - 35yrs),6
Thunbergia,erecta,Meyenia erecta,Acanthaceae,Scrophulariales,Magnoliopsida,Bush clockvine,THER,Vine,Hardwood,Evergreen,,,
Thyrsostachys,siamensis,,Poaceae,Cyperales,Liliopsida,Thailand bamboo,THTH1,Shrub,Hardwood,Evergreen,Fast,Short (0 - 35yrs),43
Tibouchina,heteromalla,Pleroma heteromalla,Melastomataceae,Myrtales,Magnoliopsida,Oreja de venado,TIHE1,Shrub,Hardwood,Deciduous,Fast,Short (0 - 35yrs),10
Tibouchina,lepidota,Pleroma lepidotum,Melastomataceae,Myrtales,Magnoliopsida,Sietecueros real,TILE,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),66
Tibouchina,prasina,,Melastomataceae,Myrtales,Magnoliopsida,Tibouchina prasina,TIPR,Tree,Hardwood,Evergreen,,,
Tibouchina,urvilleana,,Melastomataceae,Myrtales,Magnoliopsida,Princess-flower,TIUR,Shrub or small tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),20
Tilia,americana,,Tiliaceae,Malvales,Magnoliopsida,American basswood,TIAM,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),100
Tilia,americana v. caroliniana,"Tilia floridana var. hypoleuca, Tilia leucocarpa var. brevipedunculata, Tilia caroliniana var. rhoophila, Tilia littoralis, Tilia porracea, Tilia floridana, Tilia pubescens, Tilia caroliniana, Tilia floridana var. oblongifolia, Tilia georgiana, Tilia leucocarpa, Tilia leptophylla, Tilia australis",Tiliaceae,Malvales,Magnoliopsida,Carolina basswood,TICA,Tree,Hardwood,Deciduous,Moderate,Long (55+yrs),88
Tilia,americana v. heterophylla,"Tilia lasioclada, Tilia monticola, Tilia heterophylla, Tilia eburnea, Tilia heterophylla var. michauxii, Tilia michauxii",Tiliaceae,Malvales,Magnoliopsida,White basswood,TIHE,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),90
Tilia,amurensis,,Tiliaceae,Malvales,Magnoliopsida,Amur linden,TIAM1,Tree,Hardwood,Deciduous,Moderate,,30
Tilia,cordata,,Tiliaceae,Malvales,Magnoliopsida,Littleleaf linden,TICO,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),100
Tilia,henryana,,Tiliaceae,Malvales,Magnoliopsida,Henry’s lime,TIHE2,Tree,Hardwood,Deciduous,,Long (55+yrs),50
Tilia,mandshurica,,Tiliaceae,Malvales,Magnoliopsida,Manchurian linden,TIMA,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),35
Tilia,mongolica,,Tiliaceae,Malvales,Magnoliopsida,Mongolian lime,TIMO,Tree,Hardwood,Deciduous,,,35
Tilia,oliveri,,Tiliaceae,Malvales,Magnoliopsida,Oliver's lime,TIOL,Tree,Hardwood,Deciduous,,,15
Tilia,paucicostata,,Tiliaceae,Malvales,Magnoliopsida,Tilia paucicostata,TIPA,Tree,Hardwood,Deciduous,,,43
Tilia,petiolaris,Tilia tomentosa ssp. petiolaris,Tiliaceae,Malvales,Magnoliopsida,Pendent silver linden,TIPE,Tree,Hardwood,Deciduous,Moderate,Long (55+yrs),80
Tilia,platyphyllos,,Tiliaceae,Malvales,Magnoliopsida,Bigleaf linden,TIPL,Tree,Hardwood,Deciduous,Moderate,Long (55+yrs),80
Tilia,platyphyllos ssp. platyphyllos,Tilia x flaccida,Tiliaceae,Malvales,Magnoliopsida,Tilia x flaccida,TIFL,Tree,Hardwood,Deciduous,Slow,Long (55+yrs),26
Tilia,tomentosa,Tilia argentea,Tiliaceae,Malvales,Magnoliopsida,Silver linden,TITO,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),50
Tilia,tuan,,Tiliaceae,Malvales,Magnoliopsida,Tilia tuan,TITU,Tree,Hardwood,Deciduous,,,
Tilia,x euchlora,,Tiliaceae,Malvales,Magnoliopsida,Crimean linden,TIEU2,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),50
Tilia,x europaea,Tilia x vulgaris,Tiliaceae,Malvales,Magnoliopsida,Common linden,TIEU1,Tree,Hardwood,Deciduous,Moderate,Long (55+yrs),129
Timonius,albus,,Rubiaceae,Rubiales,Magnoliopsida,Timonius albus,TIAL,Tree,Hardwood,Evergreen,,,
Timonius,corymbosus,,Rubiaceae,Rubiales,Magnoliopsida,Timonius corymbosus,TICO2,Tree,Hardwood,Evergreen,,,
Timonius,ledermannii,,Rubiaceae,Rubiales,Magnoliopsida,Timonius ledermanii,TILE2,Tree,Hardwood,Evergreen,,,
Timonius,mollis,,Rubiaceae,Rubiales,Magnoliopsida,Timonius mollis,TIMO2,Tree,Hardwood,Evergreen,,,
Timonius,ponapensis,,Rubiaceae,Rubiales,Magnoliopsida,Timonius ponapensis,TIPO,Tree,Hardwood,Evergreen,,,
Timonius,subauritus,,Rubiaceae,Rubiales,Magnoliopsida,Timonius subauritus,TISU,Tree,Hardwood,Evergreen,,,
Timonius,timon,,Rubiaceae,Rubiales,Magnoliopsida,Tim-Tim,TITI,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),15
Tipuana,tipu,Machaerium tipu,Fabaceae,Fabales,Magnoliopsida,Pride of bolivia,TISP,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),66
Tocoyena,pittieri,,Rubiaceae,Rubiales,Magnoliopsida,Jaguo,TOPI,Tree,Hardwood,Semi-Evergreen,Moderate,Moderate (35 - 55yrs),66
Tonduzia,longifolia,Tonduzia stenophylla,Apocynaceae,Gentianales,Magnoliopsida,Alistonia,TOST,Shrub,Hardwood,Semi-Evergreen,Moderate,Moderate (35 - 55yrs),33
Toona,ciliata,Cedrela toona,Meliaceae,Sapindales,Magnoliopsida,Australian redcedar,TOCI,Tree,Hardwood,Deciduous,Fast,,100
Toona,sinensis,Cedrela sinensis,Meliaceae,Sapindales,Magnoliopsida,Chinese toon,CESI,Tree,Hardwood,Evergreen,Fast,,40
Toronia,toru,,Proteaceae,Proteales,Magnoliopsida,Toru,TOTO,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),12
Torralbasia,cuneifolia,Euonymus cuneifolia,Celastraceae,Celastrales,Magnoliopsida,Boje,TOCU,Shrub or small tree,Hardwood,Evergreen,,,40
Torreya,californica,,Taxaceae,Taxales,Pinopsida,California torreya,TOCA,Tree,Picea,Evergreen,Slow,Long (55+yrs),70
Torreya,grandis,,Taxaceae,Taxales,Pinopsida,Chinese nutmeg tree,TOGR,Shrub or small tree,Picea,Evergreen,Slow,Long (55+yrs),80
Torreya,nucifera,,Taxaceae,Taxales,Pinopsida,Japanese torreya,TONU,Tree,Hardwood,Evergreen,,,40
Torreya,taxifolia,Tumion taxifolium,Taxaceae,Taxales,Pinopsida,Florida torreya,TOTA,Tree,Picea,Evergreen,Moderate,Moderate (35 - 55yrs),40
Touchardia,latifolia,Touchardia angusta,Urticaceae,Urticales,Magnoliopsida,Olona,TOLA,Shrub or small tree,Hardwood,Deciduous,,,10
Tournefortia,bicolor,,Boraginaceae,Lamiales,Magnoliopsida,Niguita,TOBI,Vine,Hardwood,Deciduous,,,
Tournefortia,filiflora,,Boraginaceae,Lamiales,Magnoliopsida,Cold withe,TOFI,Shrub or small tree,Hardwood,Evergreen,,,12
Tournefortia,ovata,,Boraginaceae,Lamiales,Magnoliopsida,Tournefortia ovata,TOOV,Shrub,Hardwood,Evergreen,Fast,Moderate (35 - 55yrs),10
Tournefortia,scabra,,Boraginaceae,Lamiales,Magnoliopsida,West indian soldierbush,TOSC3,Vine,Hardwood,Deciduous,,,
Tovomita,glazioviana,,Clusiaceae,Theales,Magnoliopsida,Tovomita,TOGL,Tree,Hardwood,Evergreen,,,15
Tovomita,leucantha,,Clusiaceae,Theales,Magnoliopsida,Tovomita leucantha,TOLE,Tree,Hardwood,Evergreen,,,
Tovomitopsis,saldanhae,,Clusiaceae,Theales,Magnoliopsida,Tovomitopsis saldanhae,TOSA,Tree,Hardwood,Evergreen,,,15
Toxicocendron,succedaneum,,Anacardiaceae,Sapindales,Magnoliopsida,Rhus tree,TOSU,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),33
Toxicodendron,radicans,,Anacardiaceae,Sapindales,Magnoliopsida,Poison ivy,TORA,Vine,Hardwood,Deciduous,Moderate,,55
Toxicodendron,rydbergii,"Toxicodendron desertorum, Rhus toxicodendron var. vulgaris, Rhus radicans var. vulgaris, Rhus radicans var. rydbergii, Toxicodendron radicans var. rydbergii",Anacardiaceae,Sapindales,Magnoliopsida,Western poison ivy,TORY,Shrub,Hardwood,Deciduous,Moderate,,55
Toxicodendron,striatum,,Anacardiaceae,Sapindales,Magnoliopsida,Pedrohernandez,TOST1,Tree,Hardwood,Deciduous,Fast,Moderate (35 - 55yrs),66
Toxicodendron,succedaneum,,Anacardiaceae,Sapindales,Magnoliopsida,Japanese wax-tree,TOSU1,Tree,Hardwood,Deciduous,,,8
Toxicodendron,trichocarpum,Rhus trichocarpa,Anacardiaceae,Sapindales,Magnoliopsida,Japanese sumac,RHTR1,Shrub or small tree,Hardwood,Deciduous,,,19
Toxicodendron,vernicifluum,Rhus verniciflua,Anacardiaceae,Sapindales,Magnoliopsida,Varnish tree,TOVE1,Tree,Hardwood,Deciduous,Fast,Short (0 - 35yrs),15
Toxicodendron,vernix,Rhus vernix,Anacardiaceae,Sapindales,Magnoliopsida,Poison sumac,TOVE,Shrub,Hardwood,Deciduous,Moderate,,18
Trachycarpus,fortunei,Chamaerops excelsa,Arecaceae,Arecales,Liliopsida,Windmill palm,TRFO,Palm,Palm,Evergreen,Slow,Moderate (35 - 55yrs),20
Trattinnickia,aspera,,Burseraceae,Sapindales,Magnoliopsida,Cariano,TRAS,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),115
Trattinnickia,lawrancei,,Burseraceae,Sapindales,Magnoliopsida,Trattinnickia lawrancei,TRLA1,Tree,Hardwood,Evergreen,Slow,Long (55+yrs),49
Treculia,africana,,Moraceae,Urticales,Magnoliopsida,African Breadfruit,TRAF,Tree,Hardwood,Evergreen,,,98
Trema,cannabina,,Ulmaceae,Urticales,Magnoliopsida,poison peach,TRCA33,Tree,Hardwood,Evergreen,,,
Trema,lamarckiana,,Ulmaceae,Urticales,Magnoliopsida,Lamarck's trema,TRLA2,Shrub or small tree,Hardwood,Evergreen,Slow,Short (0 - 35yrs),26
Trema,micrantha,,Ulmaceae,Urticales,Magnoliopsida,Florida trema,TRMI,Shrub or small tree,Hardwood,Evergreen,Slow,Long (55+yrs),32
Trema,orientalis,,Ulmaceae,Urticales,Magnoliopsida,Oriental trema,TROR,Tree,Hardwood,Evergreen,,,50
Trema,tomentosum,,Ulmaceae,Urticales,Magnoliopsida,Peach-leaf poisonbush,TRTO,Shrub or small tree,Hardwood,Evergreen,,,33
Trematolobelia,grandifolia,Trematolobelia wimmeri,Campanulaceae,Campanulales,Magnoliopsida,Largeflower false lobelia,TRGR8,Shrub,Hardwood,Deciduous,,,
Trematolobelia,kauaiensis,,Campanulaceae,Campanulales,Magnoliopsida,Kauai false lobelia,TRKA2,Shrub,Hardwood,Deciduous,,,
Trematolobelia,macrostachys,Trematolobelia macrostachys var. haleakalaensis,Campanulaceae,Campanulales,Magnoliopsida,Koli'i,TRMA8,Shrub,Hardwood,Deciduous,,,
Trematolobelia,singularis,,Campanulaceae,Campanulales,Magnoliopsida,Lavaslope false lobelia,TRSI5,Shrub,Hardwood,Deciduous,,,
Trewia,nudiflora,Trewia nudiflora,Euphorbiaceae,Euphorbiales,Magnoliopsida,False white teak,TRNU1,Tree,Hardwood,Deciduous,Slow,Moderate (35 - 55yrs),66
Triadica,cochinchinensis,Sapium discolor,Euphorbiaceae,Euphorbiales,Magnoliopsida,Mountain tallow tree,SADI1,Tree,Hardwood,Deciduous,,,
Triadica,sebifera,"Croton sebiferum, Sapium sebiferum, Sapium sabiferum",Euphorbiaceae,Euphorbiales,Magnoliopsida,Chinese tallowtree,TRSE6,Tree,Hardwood,Deciduous,Moderate,Long (55+yrs),50
Tricerma,phyllanthoides,"Tricerma texana, Maytenus texana, Maytenus phyllanthoides var. ovalifolia, Maytenus phyllanthoides",Celastraceae,Celastrales,Magnoliopsida,Florida mayten,MAPH,Shrub or small tree,Hardwood,Evergreen,Slow,,12
Trichanthera,gigantea,,Acanthaceae,Scrophulariales,Magnoliopsida,Aro blanco,TRGI,Tree,Hardwood,Evergreen,Fast,Moderate (35 - 55yrs),56
Trichilia,casarettoi,,Meliaceae,Sapindales,Magnoliopsida,Trichilia casarettoi,TRCA2,Tree,Hardwood,Evergreen,,,
Trichilia,catigua,,Meliaceae,Sapindales,Magnoliopsida,catigua,TRCA,Tree,Hardwood,Evergreen,,,
Trichilia,clausseni,,Meliaceae,Sapindales,Magnoliopsida,Trichilia clausseni,TRCL,Tree,Hardwood,Deciduous,Moderate,Long (55+yrs),32
Trichilia,elegans,,Meliaceae,Sapindales,Magnoliopsida,Pau-de-ervilha,TREL,Tree,Hardwood,Evergreen,,,
Trichilia,emetica,,Meliaceae,Sapindales,Magnoliopsida,Natal mahogany,TREM,Tree,Hardwood,Semi-Evergreen,,,63
Trichilia,glabra,,Meliaceae,Sapindales,Magnoliopsida,Trichilia glabra,TRGL,Tree,Hardwood,Evergreen,,,12
Trichilia,havanensis,,Meliaceae,Sapindales,Magnoliopsida,Trichilia havanensis,TRHA,Tree,Hardwood,Deciduous,,,5
Trichilia,hirta,,Meliaceae,Sapindales,Magnoliopsida,Broomstick,TRHI3,Shrub or small tree,Hardwood,Deciduous,Moderate,Short (0 - 35yrs),25
Trichilia,lepidota,,Meliaceae,Sapindales,Magnoliopsida,Cedrinho,TRLE,Tree,Hardwood,Evergreen,,,
Trichilia,martiana,,Meliaceae,Sapindales,Magnoliopsida,Tuetano,TRMA,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),66
Trichilia,monadelpha,,Meliaceae,Sapindales,Magnoliopsida,Trichilia monadelpha,TRMO,Tree,Hardwood,Evergreen,Slow,,49
Trichilia,pallida,,Meliaceae,Sapindales,Magnoliopsida,Gaita,TRPA2,Shrub or small tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),35
Trichilia,tessmannii,,Meliaceae,Sapindales,Magnoliopsida,Trichilia tessmannii,TRTE,Tree,Hardwood,Evergreen,,,60
Trichilia,triacantha,,Meliaceae,Sapindales,Magnoliopsida,Bariaco,TRTR8,Shrub or small tree,Hardwood,Evergreen,Moderate,,35
Trichospermum,galeottii,,Tiliaceae,Malvales,Magnoliopsida,Capulin,TRGA,Tree,Hardwood,Semi-Evergreen,Slow,,65
Trichospermum,ikutai,,Tiliaceae,Malvales,Magnoliopsida,Trichospermum ikutai,TRIK,Tree,Hardwood,Semi-Evergreen,,,
Trichospermum,ledermannii,,Tiliaceae,Malvales,Magnoliopsida,Chelsau,TRLE8,Tree,Hardwood,Deciduous,,,
Trichospermum,mexicanum,,Tiliaceae,Malvales,Magnoliopsida,Chillalde,TRME,Tree,Hardwood,Semi-Evergreen,Moderate,Moderate (35 - 55yrs),82
Trichospermum,richii,,Tiliaceae,Malvales,Magnoliopsida,mako,TRRI9,Tree,Hardwood,Deciduous,,,75
Trilepisium,madagascariense,,Moraceae,Urticales,Magnoliopsida,False Fig,TRMA9,Tree,Hardwood,Evergreen,,,98
Triphasia,trifolia,Triphasia trifoliata,Rutaceae,Sapindales,Magnoliopsida,Limeberry,TRTR7,Shrub or small tree,Hardwood,Evergreen,,,10
Triplaris,americana,,Polygonaceae,Polygonales,Magnoliopsida,Palo diablo,TRAM,Tree,Hardwood,Semi-Evergreen,Fast,Moderate (35 - 55yrs),82
Triplaris,cumingiana,,Polygonaceae,Polygonales,Magnoliopsida,ant tree,TRCU6,Tree,Hardwood,Semi-Evergreen,,,70
Triplaris,weigeltiana,,Polygonaceae,Polygonales,Magnoliopsida,Guacamayo,TRWE,Tree,Hardwood,Semi-Evergreen,Fast,Long (55+yrs),66
Triplochiton,scleroxylon,,Poaceae,Cyperales,Liliopsida,Triplochiton scleroxylon,TRSC,Tree,Hardwood,Evergreen,,,164
Tristania,neriifolia,,Myrtaceae,Myrtales,Magnoliopsida,Tristania neriifolia,TRNE,Tree,Hardwood,Evergreen,,,3
Tristaniopsis,laurina,Tristania laurina,Myrtaceae,Myrtales,Magnoliopsida,Water gum,TRLA,Tree,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),45
Tristiropsis,acutangula,Tristiropsis obtusangula,Sapindaceae,Sapindales,Magnoliopsida,faia,TROB7,Tree,Hardwood,Deciduous,,,60
Trithrinax,brasiliensis v. acanthocoma,"Trithrinax acanthocoma, Trithrinax braziliensis",Arecaceae,Arecales,Liliopsida,Brizilian needle palm,TRAC,Palm,Palm,Evergreen,Slow,,20
Triumfetta,bogotensis,,Tiliaceae,Malvales,Magnoliopsida,Parque burr,TRBO5,Shrub,Hardwood,Deciduous,,,
Triumfetta,cordifolia,,Tiliaceae,Malvales,Magnoliopsida,Cordleaf burbark,TRCO1,Shrub,Hardwood,Deciduous,,,12
Trixis,inula,Trixis radialis,Asteraceae,Asterales,Magnoliopsida,Tropical threefold,TRIN6,Shrub,Hardwood,Deciduous,,,
Trophis,racemosa,Bucephalon racemosum,Moraceae,Urticales,Magnoliopsida,White ramoon,TRRA4,Shrub or small tree,Hardwood,Evergreen,,,82
Tsuga,canadensis,,Pinaceae,Pinales,Pinopsida,Eastern hemlock,TSCA,Tree,Pinus,Evergreen,Slow,Long (55+yrs),105
Tsuga,caroliniana,,Pinaceae,Pinales,Pinopsida,Carolina hemlock,TSCA2,Tree,Pinus,Evergreen,Slow,Moderate (35 - 55yrs),65
Tsuga,diversifolia,,Pinaceae,Pinales,Pinopsida,Northern Japanese hemlock,TSDI,Tree,Pinus,Evergreen,,,60
Tsuga,heterophylla,,Pinaceae,Pinales,Pinopsida,Western hemlock,TSHE,Tree,Pinus,Evergreen,Slow,Long (55+yrs),170
Tsuga,mertensiana,,Pinaceae,Pinales,Pinopsida,Mountain hemlock,TSME,Tree,Pinus,Evergreen,Slow,Long (55+yrs),100
Tsuga,x jeffreyi,,Pinaceae,Pinales,Pinopsida,Jeffrey hemlock,TSJE,Tree,Pinus,Evergreen,Slow,Long (55+yrs),93
Tulbaghia,violacea,,Amaryllidaceae,Asparagales,Liliopsida,Laurifolia,TUVI,Herb,Herbaceous,Herbaceous,Fast,Short (0 - 35yrs),3
Uapaca,guineensis,,Phyllanthaceae,Malpighiales,Magnoliopsida,Red-cedar,UAGU,Tree,Hardwood,Evergreen,,,98
Ugni,molinae,Myrtus ugni,Myrsinaceae,Primulales,Magnoliopsida,Chilean Guava,MYUG,Shrub,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),2
Ulex,europaeus,,Fabaceae,Fabales,Magnoliopsida,Common gorse,ULEU,Shrub,Hardwood,Evergreen,,,
Ulex,parviflorus,"Ulex scaber, Ulex welwitschianus",Fabaceae,Fabales,Magnoliopsida,Mediterranean gorse,ULPA2,Shrub,Hardwood,Evergreen,,,
Ulmus,'Morton Glossy',,Ulmaceae,Urticales,Magnoliopsida,Triumph American Elm,ULMG,Tree,Hardwood,Deciduous,,,
Ulmus,alata,,Ulmaceae,Urticales,Magnoliopsida,Winged elm,ULAL,Tree,Hardwood,Deciduous,Moderate,Short (0 - 35yrs),65
Ulmus,americana,"Ulmus floridana, Ulmus americana var. floridana",Ulmaceae,Urticales,Magnoliopsida,American elm,ULAM,Tree,Hardwood,Deciduous,Fast,Long (55+yrs),100
Ulmus,americana ‘New Harmony’,,Ulmaceae,Urticales,Magnoliopsida,New Harmony elm,ULAMNH,Tree,Hardwood,Deciduous,,,
Ulmus,cornubiensis fastigiata,,Ulmaceae,Urticales,Magnoliopsida,Cornish elm,ULCOFA,Tree,Hardwood,Deciduous,Moderate,Long (55+yrs),88
Ulmus,crassifolia,,Ulmaceae,Urticales,Magnoliopsida,Cedar elm,ULCR,Tree,Hardwood,Deciduous,Fast,Short (0 - 35yrs),90
Ulmus,davidiana,,Ulmaceae,Urticales,Magnoliopsida,The David Elm,ULDA,Tree,Hardwood,Deciduous,Moderate,Long (55+yrs),15
Ulmus,davidiana v. japonica,Ulmus glabra lutescens,Ulmaceae,Urticales,Magnoliopsida,Japanese elm,ULJA,Tree,Hardwood,Deciduous,,,115
Ulmus,glabra,Ulmus campestris,Ulmaceae,Urticales,Magnoliopsida,Wych elm,ULGL,Tree,Hardwood,Deciduous,Fast,Long (55+yrs),90
Ulmus,laciniata,,Ulmaceae,Urticales,Magnoliopsida,Manchurian elm,ULLA,Tree,Hardwood,Deciduous,,,32
Ulmus,laevis,,Ulmaceae,Urticales,Magnoliopsida,European white elm,ULLA1,Tree,Hardwood,Deciduous,Fast,,30
Ulmus,macrocarpa,,Ulmaceae,Urticales,Magnoliopsida,large-fruited elm,ULMA,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),50
Ulmus,mexicana,,Ulmaceae,Urticales,Magnoliopsida,Mexican elm,ULME,Tree,Hardwood,Deciduous,,,40
