Genus Name,Species Name,Synonyms,Family,Order,Class,Common Name,Species Code,Growth Form,Percent Leaf Type,Leaf Type,Growth Rate,Longevity,Height at Maturity (feet)
Abarema,cochliocarpos,,Fabaceae,Fabales,Magnoliopsida,Abarema cochliocarpos,ABCO1,Shrub or small tree,Hardwood,Evergreen,,,30
Abarema,glauca,,Fabaceae,Fabales,Magnoliopsida,Glaucous abarema,ABGL,Tree,Hardwood,Evergreen,,,10
Abarema,jupunba,,Fabaceae,Fabales,Magnoliopsida,Frijolillo,ABJU,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),65
Abarema,langsdorfii,,Fabaceae,Fabales,Magnoliopsida,pau gamba,ABLA1,Tree,Hardwood,Evergreen,,,5
Abatia,parviflora,,Salicaceae,Salicales,Magnoliopsida,Abatia parviflora,ABPA1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),66
Abelia,chinensis,,Caprifoliaceae,Dipsacales,Magnoliopsida,Abelia,ABCH,Shrub,Hardwood,Deciduous,Moderate,Short (0 - 35yrs),7
Abelia,triflora,,Caprifoliaceae,Dipsacales,Magnoliopsida,Indian abelia,ABTR,Shrub or small tree,Hardwood,Deciduous,Fast,Short (0 - 35yrs),13
Abelia,x grandiflora,,Caprifoliaceae,Dipsacales,Magnoliopsida,Glossy abelia,ABGR4,Shrub,Hardwood,Deciduous,Fast,Short (0 - 35yrs),6
Abies,alba,Abies excelsa,Pinaceae,Pinales,Pinopsida,European silver fir,ABAL3,Tree,Picea,Evergreen,Moderate,Long (55+yrs),147
Abies,amabilis,,Pinaceae,Pinales,Pinopsida,Pacific silver fir,ABAM,Tree,Picea,Evergreen,Slow,Long (55+yrs),165
Abies,balsamea,Pinus balsamea,Pinaceae,Pinales,Pinopsida,Balsam fir,ABBA,Tree,Picea,Evergreen,Slow,Long (55+yrs),60
Abies,bracteata,Abies venusta,Pinaceae,Pinales,Pinopsida,Bristlecone fir,ABBR,Tree,Picea,Evergreen,Slow,Long (55+yrs),95
Abies,cephalonica,,Pinaceae,Pinales,Pinopsida,Greek Fir,ABCE,Tree,Picea,Evergreen,Moderate,Long (55+yrs),49
Abies,cilicica,,Pinaceae,Pinales,Pinopsida,Syrian Fir,ABCI,Tree,Picea,Evergreen,Moderate,Long (55+yrs),35
Abies,concolor,Picea concolor,Pinaceae,Pinales,Pinopsida,White fir,ABCO,Tree,Picea,Evergreen,Slow,Long (55+yrs),120
Abies,concolor v. lowiana,Abies lowiana,Pinaceae,Pinales,Pinopsida,Sierra white fir,ABLO,Tree,Picea,Evergreen,Slow,Long (55+yrs),96
Abies,delavayi,,Pinaceae,Pinales,Pinopsida,Delavay's Fir,ABDE,Tree,Picea,Evergreen,Moderate,Long (55+yrs),40
Abies,fabri,,Pinaceae,Pinales,Pinopsida,Faber's fir,ABFA1,Tree,Picea,Evergreen,,,40
Abies,fargesii,,Pinaceae,Pinales,Pinopsida,Farges Fir,ABFA,Tree,Picea,Evergreen,Moderate,Long (55+yrs),40
Abies,firma,,Pinaceae,Pinales,Pinopsida,Momi Fir,ABFI,Tree,Picea,Evergreen,Moderate,Long (55+yrs),30
Abies,forrestii v. georgei,,Pinaceae,Pinales,Pinopsida,George's Fir,ABFOGE,Tree,Picea,Evergreen,Moderate,Long (55+yrs),40
Abies,fraseri,Pinus fraseri,Pinaceae,Pinales,Pinopsida,Fraser fir,ABFR,Tree,Picea,Evergreen,Moderate,Moderate (35 - 55yrs),55
Abies,grandis,,Pinaceae,Pinales,Pinopsida,Grand fir,ABGR,Tree,Picea,Evergreen,Moderate,Long (55+yrs),150
Abies,holophylla,,Pinaceae,Pinales,Pinopsida,Manchurian fir,ABHO,Tree,Picea,Evergreen,Slow,Long (55+yrs),100
Abies,homolepis,,Pinaceae,Pinales,Pinopsida,Japanese fir,ABHO2,Tree,Picea,Evergreen,Slow,,50
Abies,kawakamii,,Pinaceae,Pinales,Pinopsida,Taiwan fir,ABKA,Tree,Pinus,Evergreen,,,100
Abies,koreana,,Pinaceae,Pinales,Pinopsida,Korean Fir,ABKO,Shrub or small tree,Picea,Evergreen,Fast,Moderate (35 - 55yrs),9
Abies,lasiocarpa,Abies bifolia,Pinaceae,Pinales,Pinopsida,Subalpine fir,ABLA,Tree,Picea,Evergreen,Slow,Long (55+yrs),90
Abies,magnifica,,Pinaceae,Pinales,Pinopsida,California red fir,ABMA,Tree,Picea,Evergreen,Slow,Long (55+yrs),150
Abies,mariesii,,Pinaceae,Pinales,Pinopsida,Maries's Fir,ABMA2,Tree,Picea,Evergreen,,,98
Abies,nephrolepis,,Pinaceae,Pinales,Pinopsida,Khingan fir,ABNE,Tree,Picea,Evergreen,Slow,Long (55+yrs),90
Abies,nordmanniana,,Pinaceae,Pinales,Pinopsida,Nordmann fir,ABNO,Tree,Picea,Evergreen,Slow,Long (55+yrs),63
Abies,nordmanniana ssp. equi-trojani,Abies bornmuelleriana,Pinaceae,Pinales,Pinopsida,Turkey fir,ABNO1,Tree,Picea,Evergreen,,,61
Abies,numidica,,Pinaceae,Pinales,Pinopsida,Algerian Fir,ABNU,Tree,Picea,Evergreen,Fast,Long (55+yrs),25
Abies,pindrow,,Pinaceae,Pinales,Pinopsida,West Himalayan Fir,ABPI2,Tree,Picea,Evergreen,,,60
Abies,pinsapo,,Pinaceae,Pinales,Pinopsida,Spanish fir,ABPI,Tree,Picea,Evergreen,Slow,Long (55+yrs),96
Abies,procera,Abies nobilis,Pinaceae,Pinales,Pinopsida,Noble fir,ABPR,Tree,Picea,Evergreen,Fast,Long (55+yrs),180
Abies,religiosa,,Pinaceae,Pinales,Pinopsida,Sacred fir,ABRE,Tree,Pinus,Evergreen,Moderate,Long (55+yrs),35
Abies,sibirica,,Pinaceae,Pinales,Pinopsida,Siberian fir,ABSI,Tree,Picea,Evergreen,,,98
Abies,spectabilis,,Pinaceae,Pinales,Pinopsida,Himalayan Fir,ABSP,Tree,Picea,Evergreen,,,60
Abies,squamata,,Pinaceae,Pinales,Pinopsida,Flaky fir,ABSQ,Tree,Pinus,Evergreen,,,95
Abies,veitchii,,Pinaceae,Pinales,Pinopsida,Veitch's Silver Fir,ABVE,Tree,Picea,Evergreen,Fast,Short (0 - 35yrs),22
Abies,vejari,,Pinaceae,Pinales,Pinopsida,Vejar's fir,ABVE1,Tree,Picea,Evergreen,,,40
Abies,x borisii-regis,,Pinaceae,Pinales,Pinopsida,Bulgarian fir,ABBO,Tree,Picea,Evergreen,Slow,Long (55+yrs),96
Abies,x masjoannis,,Pinaceae,Pinales,Pinopsida,Masjoannis fir,ABMA1,Tree,Picea,Evergreen,Fast,Long (55+yrs),100
Abies,x phanerolepis,Abies balsamea var. phanerolepis,Pinaceae,Pinales,Pinopsida,Bracted balsam fir,ABPH,Tree,Picea,Evergreen,Slow,Long (55+yrs),96
Abies,x shastensis,Abies magnifica var. shastensis,Pinaceae,Pinales,Pinopsida,Shasta red fir,ABSH,Tree,Picea,Evergreen,Slow,Long (55+yrs),96
Abrus,precatorius,,Fabaceae,Fabales,Magnoliopsida,Rosary pea,ABPR1,Shrub or small tree,Hardwood,Summer Deciduous,Moderate,Moderate (35 - 55yrs),16
Abutilon,berlandieri,Abutilon californicum,Malvaceae,Malvales,Magnoliopsida,Berlandier indian mallow,ABBE,Shrub,Hardwood,Deciduous,Moderate,Short (0 - 35yrs),6
Abutilon,eremitopetalum,,Malvaceae,Malvales,Magnoliopsida,Hiddenpetal indian mallow,ABER,Shrub,Hardwood,Deciduous,Moderate,Short (0 - 35yrs),2
Abutilon,grandifolium,,Malvaceae,Malvales,Magnoliopsida,Hairy indian mallow,ABGR3,Shrub,Hardwood,Deciduous,Moderate,Short (0 - 35yrs),7
Abutilon,megapotamicum,,Malvaceae,Malvales,Magnoliopsida,Abutilon megapotamicum,ABME,Shrub or small tree,Hardwood,Semi-Evergreen,Fast,Short (0 - 35yrs),13
Abutilon,menziesii,,Malvaceae,Malvales,Magnoliopsida,Ko'oloa 'ula,ABME2,Shrub,Hardwood,Deciduous,Moderate,Short (0 - 35yrs),10
Abutilon,palmeri,,Malvaceae,Malvales,Magnoliopsida,Palmer's indian mallow,ABPA,Shrub,Hardwood,Deciduous,Moderate,Short (0 - 35yrs),6
Abutilon,sandwicense,Abutilon sandwicense var. welchii,Malvaceae,Malvales,Magnoliopsida,Greenflower indian mallow,ABSA2,Shrub,Hardwood,Deciduous,Moderate,Short (0 - 35yrs),8
Acacia,acradenia,,Fabaceae,Fabales,Magnoliopsida,Silky Wattle,ACAC,Tree,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),8
Acacia,acuminata,,Fabaceae,Fabales,Magnoliopsida,Raspberry Jam Wattle,ACAC1,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),10
Acacia,adunca,,Fabaceae,Fabales,Magnoliopsida,Wallangara Wattle,ACAD,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),6
Acacia,alata,,Fabaceae,Fabales,Magnoliopsida,Acacia,ACAL1,Tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),7
Acacia,amoena,,Fabaceae,Fabales,Magnoliopsida,Boomerang Wattle,ACAM,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,anceps,,Fabaceae,Fabales,Magnoliopsida,Two-edged Wattle,ACAN1,Tree,Hardwood,Evergreen,Slow,Short (0 - 35yrs),3
Acacia,anegadensis,,Fabaceae,Fabales,Magnoliopsida,Blackbrush wattle,ACAN4,Tree,Hardwood,Deciduous,Moderate,Moderate (35 - 55yrs),41
Acacia,aneura,,Fabaceae,Fabales,Magnoliopsida,Mulga,ACAN,Shrub or small tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),18
Acacia,anfractuosa,,Fabaceae,Fabales,Magnoliopsida,Acacia anfractuosa,ACAN2,Tree,Hardwood,Evergreen,Slow,Short (0 - 35yrs),4
Acacia,angustissima,,Fabaceae,Fabales,Magnoliopsida,Prairie acacia,ACAN3,Vine,Hardwood,Evergreen,Fast,Moderate (35 - 55yrs),20
Acacia,argyrophylla,,Fabaceae,Fabales,Magnoliopsida,Silver Mulga,ACAR1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,asak,,Fabaceae,Fabales,Magnoliopsida,Forssk,ACAS1,Shrub or small tree,Hardwood,Deciduous,Moderate,,33
Acacia,assimilis,,Fabaceae,Fabales,Magnoliopsida,Wodjil,ACAS,Tree,Hardwood,Evergreen,Slow,Short (0 - 35yrs),4
Acacia,aulacocarpa,,Fabaceae,Fabales,Magnoliopsida,Golden-flowered Salwood,ACAU1,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),8
Acacia,auriculiformis,,Fabaceae,Fabales,Magnoliopsida,Northern black wattle,ACAU2,Tree,Hardwood,Evergreen,Fast,Moderate (35 - 55yrs),50
Acacia,axillaris,,Fabaceae,Fabales,Magnoliopsida,Midlands Wattle,ACAX,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,baileyana,,Fabaceae,Fabales,Magnoliopsida,Bailey acacia,ACBA2,Tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),18
Acacia,bakeri,,Fabaceae,Fabales,Magnoliopsida,Baker's Wattle,ACBA1,Tree,Hardwood,Evergreen,Fast,Moderate (35 - 55yrs),40
Acacia,bancroftiorum,,Fabaceae,Fabales,Magnoliopsida,Bancroft's Wattle,ACBA3,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),6
Acacia,beckleri,,Fabaceae,Fabales,Magnoliopsida,Barrier Range Wattle,ACBE1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,berlandieri,Acacia emoryana,Fabaceae,Fabales,Magnoliopsida,Guajillo,ACBE,Shrub or small tree,Hardwood,Deciduous,Moderate,,13
Acacia,binervata,,Fabaceae,Fabales,Magnoliopsida,Two-veined Hickory,ACBI1,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),10
Acacia,binervia,,Fabaceae,Fabales,Magnoliopsida,Coast Mayll,ACBI,Tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),50
Acacia,blakelyi,,Fabaceae,Fabales,Magnoliopsida,Blakelyi's Wattle,ACBL,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,boormanii,,Fabaceae,Fabales,Magnoliopsida,Snowy River Wattle,ACBO,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,brachybotrya,,Fabaceae,Fabales,Magnoliopsida,Grey Mulga,ACBR,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,bussei,,Fabaceae,Fabales,Magnoliopsida,Wattles,ACAC5,Shrub or small tree,Hardwood,Deciduous,,,32
Acacia,buxifolia,,Fabaceae,Fabales,Magnoliopsida,Box-leaf Wattle,ACBU1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,calamifolia,,Fabaceae,Fabales,Magnoliopsida,Wallowa,ACCA7,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,cambagei,,Fabaceae,Fabales,Magnoliopsida,Gidgee,ACCA8,Tree,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),15
Acacia,cardiophylla,,Fabaceae,Fabales,Magnoliopsida,Wyalong wattle,ACCA1,Shrub,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),7
Acacia,caroleae,,Fabaceae,Fabales,Magnoliopsida,Narrow-leaf Currawang,ACCA5,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),7
Acacia,celastrifolia,,Fabaceae,Fabales,Magnoliopsida,Glowing Wattle,ACCE,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,choriophylla,,Fabaceae,Fabales,Magnoliopsida,Cinnecord,ACCH,Shrub or small tree,Hardwood,Deciduous,Moderate,,41
Acacia,chrysella,,Fabaceae,Fabales,Magnoliopsida,Acacia chrysella,ACCH1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,cochlearis,,Fabaceae,Fabales,Magnoliopsida,Rigid Wattle,ACCO1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,colletioides,,Fabaceae,Fabales,Magnoliopsida,Wait-a-while,ACCO3,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,complanata,,Fabaceae,Fabales,Magnoliopsida,Long Pod Wattle,ACCO4,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),5
Acacia,concurrens,,Fabaceae,Fabales,Magnoliopsida,Curracabah,ACCO6,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),10
Acacia,conferta,,Fabaceae,Fabales,Magnoliopsida,Crowded-leaf Wattle,ACCO7,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,confusa,,Fabaceae,Fabales,Magnoliopsida,Small philippine acacia,ACCO,Tree,Hardwood,Deciduous,Moderate,,41
Acacia,constricta,,Fabaceae,Fabales,Magnoliopsida,Whitethorn acacia,ACCO2,Shrub or small tree,Hardwood,Deciduous,Slow,Moderate (35 - 55yrs),9
Acacia,coriacea,,Fabaceae,Fabales,Magnoliopsida,Wirewood,ACCO8,Tree,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),10
Acacia,cornigera,,Fabaceae,Fabales,Magnoliopsida,Bullhorn wattle,ACCO5,Shrub or small tree,Hardwood,Deciduous,Moderate,,33
Acacia,cowleana,,Fabaceae,Fabales,Magnoliopsida,Halls Creek Wattle,ACCO9,Tree,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),8
Acacia,craspedocarpa,,Fabaceae,Fabales,Magnoliopsida,Hop Mulga,ACCR2,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,crassicarpa,,Fabaceae,Fabales,Magnoliopsida,Thick-podded Salwood,ACCR1,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),25
Acacia,cultriformis,,Fabaceae,Fabales,Magnoliopsida,Knife-leaf Wattle,ACCU,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,curranii,,Fabaceae,Fabales,Magnoliopsida,Curly-bark Wattle,ACCU1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,curvinervia,,Fabaceae,Fabales,Magnoliopsida,Acacia curvinervia,ACCU2,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),6
Acacia,cyclops,,Fabaceae,Fabales,Magnoliopsida,Cyclops acacia,ACCY2,Shrub,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),24
Acacia,cyperophylla,,Fabaceae,Fabales,Magnoliopsida,Red Mulga,ACCY,Tree,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),12
Acacia,dawsonii,,Fabaceae,Fabales,Magnoliopsida,Poverty wattle,ACDA1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,dealbata,Acacia decurrens var. dealbata,Fabaceae,Fabales,Magnoliopsida,Silver wattle,ACDE3,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),41
Acacia,deanei,,Fabaceae,Fabales,Magnoliopsida,Deane's Wattle,ACDE1,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),7
Acacia,decora,,Fabaceae,Fabales,Magnoliopsida,Showy Wattle,ACDE2,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,decurrens,,Fabaceae,Fabales,Magnoliopsida,Green acacia,ACDE,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),33
Acacia,dempsteri,,Fabaceae,Fabales,Magnoliopsida,Acacia dempsteri,ACDE4,Tree,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),3
Acacia,desmondii,,Fabaceae,Fabales,Magnoliopsida,Des Nelson Wattle,ACDE5,Tree,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),6
Acacia,dictyophleba,,Fabaceae,Fabales,Magnoliopsida,Sandhill Wattle,ACDI2,Tree,Hardwood,Evergreen,Slow,Short (0 - 35yrs),4
Acacia,difformis,,Fabaceae,Fabales,Magnoliopsida,Drooping Wattle,ACDI1,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),7
Acacia,dodonaeifolia,,Fabaceae,Fabales,Magnoliopsida,Hop-leaved Wattle,ACDO,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),6
Acacia,doratoxylon,,Fabaceae,Fabales,Magnoliopsida,Currawang,ACDO1,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),10
Acacia,dunnii,,Fabaceae,Fabales,Magnoliopsida,Elephant-ear Wattle,ACDU,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),6
Acacia,elata,,Fabaceae,Fabales,Magnoliopsida,Cedar wattle,ACEL,Tree,Hardwood,Deciduous,Moderate,,41
Acacia,elongata,,Fabaceae,Fabales,Magnoliopsida,Swamp Wattle,ACEL1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),5
Acacia,ensifolia,,Fabaceae,Fabales,Magnoliopsida,Sickle-shaped Acacia,ACEN,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),9
Acacia,excelsa,,Fabaceae,Fabales,Magnoliopsida,Ironwood,ACEX,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),20
Acacia,extensa,,Fabaceae,Fabales,Magnoliopsida,Wiry Wattle,ACEX1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,falcata,,Fabaceae,Fabales,Magnoliopsida,Burra,ACFA1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),5
Acacia,falciformis,,Fabaceae,Fabales,Magnoliopsida,Large-leaf Hickory Wattle,ACFA2,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),12
Acacia,farnesiana,"Acacia minuta, Pithecellobium minutum, Vachellia farnesiana, Vachellia densiflora, Acacia minuta ssp. densiflora, Mimosa farnesiana, Acacia smallii",Fabaceae,Fabales,Magnoliopsida,Sweet acacia,ACFA,Shrub or small tree,Hardwood,Deciduous,Slow,Short (0 - 35yrs),20
Acacia,filifolia,,Fabaceae,Fabales,Magnoliopsida,Acacia filifolia,ACFI1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,fimbriata,,Fabaceae,Fabales,Magnoliopsida,Fringed Wattle,ACFI,Shrub or small tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),20
Acacia,flavescens,,Fabaceae,Fabales,Magnoliopsida,Red Wattle,ACFL1,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),20
Acacia,floribunda,,Fabaceae,Fabales,Magnoliopsida,Gossamer wattle,ACFL,Shrub or small tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),26
Acacia,frigescens,,Fabaceae,Fabales,Magnoliopsida,Montane Wattle,ACFR1,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),15
Acacia,gillii,,Fabaceae,Fabales,Magnoliopsida,Gill's Wattle,ACGI1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,gladiiformis,,Fabaceae,Fabales,Magnoliopsida,Sword-leaf Wattle,ACGL1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,grasbyi,,Fabaceae,Fabales,Magnoliopsida,Minni Ritchie,ACGR1,Tree,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),4
Acacia,greggii,,Fabaceae,Fabales,Magnoliopsida,Catclaw acacia,ACGR2,Shrub or small tree,Hardwood,Deciduous,Slow,Long (55+yrs),23
Acacia,greggii v. wrightii,Acacia wrightii,Fabaceae,Fabales,Magnoliopsida,Wright acacia,ACWR2,Shrub,Hardwood,Deciduous,Moderate,,33
Acacia,hakeoides,,Fabaceae,Fabales,Magnoliopsida,Hakea-leaved Wattle,ACHA,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,harpophylla,,Fabaceae,Fabales,Magnoliopsida,Brigalow,ACHA1,Tree,Hardwood,Evergreen,Moderate,Long (55+yrs),25
Acacia,havilandiorum,,Fabaceae,Fabales,Magnoliopsida,Haviland's Wattle,ACHA2,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,hemignosta,,Fabaceae,Fabales,Magnoliopsida,Club-leaf Wattle,ACHE,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),10
Acacia,heteroclita,,Fabaceae,Fabales,Magnoliopsida,Acacia heteroclita,ACHE1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,holosericea,,Fabaceae,Fabales,Magnoliopsida,Silver-leaf Wattle,ACHO1,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),8
Acacia,howittii,,Fabaceae,Fabales,Magnoliopsida,Sticky Wattle,ACHO,Shrub or small tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),30
Acacia,humifusa,,Fabaceae,Fabales,Magnoliopsida,Acacia humifusa,ACHU,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,implexa,,Fabaceae,Fabales,Magnoliopsida,Lightwood,ACIM,Shrub,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),50
Acacia,irrorata,,Fabaceae,Fabales,Magnoliopsida,Green Wattle,ACIR,Tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),40
Acacia,iteaphylla,,Fabaceae,Fabales,Magnoliopsida,Flinders range wattle,ACIT,Shrub or small tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),13
Acacia,ixiophylla,,Fabaceae,Fabales,Magnoliopsida,Acacia ixiophylla,ACIX,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,jennerae,,Fabaceae,Fabales,Magnoliopsida,Coonavittra Wattle,ACJE,Tree,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),6
Acacia,johnsonii,,Fabaceae,Fabales,Magnoliopsida,Gereera Wattle,ACJO,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,jucunda,,Fabaceae,Fabales,Magnoliopsida,Yetman Wattle,ACJU,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),8
Acacia,julifera,,Fabaceae,Fabales,Magnoliopsida,Julie's Wattle,ACJU2,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),8
Acacia,juncifolia,,Fabaceae,Fabales,Magnoliopsida,Rush-leaf Wattle,ACJU1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
Acacia,kempeana,,Fabaceae,Fabales,Magnoliopsida,Witchetty Bush,ACKE,Tree,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),5
Acacia,kettlewelliae,,Fabaceae,Fabales,Magnoliopsida,Buffalo Wattle,ACKE1,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),10
Acacia,koa,"Acacia koa var. lanaiensis, Acacia koa var. hawaiiensis, Acacia kauaiensis, Acacia koa var. waimeae",Fabaceae,Fabales,Magnoliopsida,Koa,ACKO,Tree,Hardwood,Deciduous,Moderate,Long (55+yrs),70
Acacia,koaia,,Fabaceae,Fabales,Magnoliopsida,Koaoha,ACKO2,Tree,Hardwood,Evergreen,Fast,Long (55+yrs),40
Acacia,lahai,,Fabaceae,Fabales,Magnoliopsida,Red thorn acacia,ACLA1,Tree,Hardwood,Deciduous,,,15
Acacia,latzii,,Fabaceae,Fabales,Magnoliopsida,Latz's Wattle,ACLA,Tree,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),7
Acacia,leichhardtii,,Fabaceae,Fabales,Magnoliopsida,Leichhardt's Wattle,ACLE2,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,leiocalyx,,Fabaceae,Fabales,Magnoliopsida,Early Flower Black Wattle,ACLE3,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),6
Acacia,leptostachya,,Fabaceae,Fabales,Magnoliopsida,Townsville Wattle,ACLE4,Tree,Hardwood,Evergreen,Moderate,Moderate (35 - 55yrs),6
Acacia,leucoclada,,Fabaceae,Fabales,Magnoliopsida,Northern Silver Wattle,ACLE1,Tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),33
Acacia,ligulata,,Fabaceae,Fabales,Magnoliopsida,Dune Wattle,ACLI1,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),3
Acacia,linifolia,,Fabaceae,Fabales,Magnoliopsida,Flax-leaved Wattle,ACLI,Shrub or small tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),20
Acacia,loderi,,Fabaceae,Fabales,Magnoliopsida,Broken Hill Gidgee,ACLO1,Tree,Hardwood,Evergreen,Slow,Moderate (35 - 55yrs),7
Acacia,longifolia,Acacia latifolia,Fabaceae,Fabales,Magnoliopsida,Sydney golden wattle,ACLO,Shrub or small tree,Hardwood,Evergreen,Fast,Short (0 - 35yrs),41
Acacia,longifolia ssp. longifolia,,Fabaceae,Fabales,Magnoliopsida,Sallow wattle,ACLOLO,Shrub or small tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),17
Acacia,longifolia ssp. sphorae,,Fabaceae,Fabales,Magnoliopsida,Coastal wattle,ACLOSO,Shrub or small tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),17
Acacia,longiphyllodinea,,Fabaceae,Fabales,Magnoliopsida,Yalgoo,ACLO2,Tree,Hardwood,Evergreen,Moderate,Short (0 - 35yrs),4
